closure_item_id,source_task_id,execution_batch_id,gate_id,task_group,object_code,object_name,owner_role,source_evidence_file,source_closure_file,downstream_preview,downstream_refresh,route_status,blocks_apply,not_imported,not_real_record
GC-0085,FIELD-JL-7.10-01,GCEB-051,GR-03,record_template_field_confirmation,JL-7.10-01,不符合工作影响评价与恢复授权记录,质量负责人/技术负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0086,FIELD-JL-7.11-01,GCEB-012,GR-03,record_template_field_confirmation,JL-7.11-01,电子表格/软件适用性确认记录,技术负责人/文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0087,FIELD-JL-8.3-01,GCEB-026,GR-03,record_template_field_confirmation,JL-8.3-01,文件修订评审与发布记录,文件管理员/质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0088,FIELD-JL-8.4-01,GCEB-016,GR-03,record_template_field_confirmation,JL-8.4-01,记录归档与借阅记录,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0089,FIELD-JL-8.5-01,GCEB-048,GR-03,record_template_field_confirmation,JL-8.5-01,风险和机遇措施跟踪记录,质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0090,FIELD-JL-8.6-01,GCEB-059,GR-03,record_template_field_confirmation,JL-8.6-01,改进建议与效果评价记录,过程负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0091,FIELD-JL-8.7-01,GCEB-047,GR-03,record_template_field_confirmation,JL-8.7-01,纠正措施记录,责任部门/质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0092,FIELD-JL-8.8-01,GCEB-004,GR-03,record_template_field_confirmation,JL-8.8-01,内审计划、检查表与整改验证记录,内审组长,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0093,FIELD-JL-8.9-01,GCEB-032,GR-03,record_template_field_confirmation,JL-8.9-01,管理评审输入输出及跟踪记录,最高管理者/质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0094,MRD-01,GCEB-033,GR-04,manual_revision_decision,MRD-01,第五版候选手册是否可进入修订/换版流程,最高管理者/质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0095,MRD-02,GCEB-027,GR-04,manual_revision_decision,MRD-02,版本标识与生效日期策略,文件管理员/质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0096,MRD-03,GCEB-017,GR-04,manual_revision_decision,MRD-03,第四版作废回收和留存策略,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0097,MRD-04,GCEB-041,GR-04,manual_revision_decision,MRD-04,LIMS 修订入口和结构化同步动作,系统管理员/文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0098,MRD-05,GCEB-053,GR-04,manual_revision_decision,MRD-05,受控发布、培训宣贯和实施有效性检查,质量负责人/文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0099,APP-001,GCEB-020,GR-05,controlled_release_approval,XZTC/SC,质量手册（第五版候选稿）,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0100,APP-039,GCEB-020,GR-05,controlled_release_approval,XZTC/CX-05-02-2022,仪器设备计量溯源结果确认表,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0101,APP-040,GCEB-020,GR-05,controlled_release_approval,JL-4.1-01,公正性风险识别与处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0102,APP-041,GCEB-020,GR-05,controlled_release_approval,JL-4.2-01,保密承诺与权限确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0103,APP-042,GCEB-020,GR-05,controlled_release_approval,JL-5-01,岗位职责与授权确认表,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0104,APP-043,GCEB-020,GR-05,controlled_release_approval,JL-6.2-01,人员能力确认与授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0105,APP-044,GCEB-020,GR-05,controlled_release_approval,JL-6.3-01,环境条件监控与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0106,APP-045,GCEB-020,GR-05,controlled_release_approval,JL-6.4-01,设备状态与期间核查记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0107,APP-046,GCEB-020,GR-05,controlled_release_approval,JL-6.5-01,计量溯源结果确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0108,APP-047,GCEB-020,GR-05,controlled_release_approval,JL-6.6-01,外部服务与供应品评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0109,APP-048,GCEB-020,GR-05,controlled_release_approval,JL-7.1-01,合同评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0110,APP-049,GCEB-020,GR-05,controlled_release_approval,JL-7.2-01,方法验证/确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0111,APP-050,GCEB-020,GR-05,controlled_release_approval,JL-7.3-01,抽样条件启用评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0112,APP-051,GCEB-020,GR-05,controlled_release_approval,JL-7.4-01,样品接收与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0113,APP-052,GCEB-020,GR-05,controlled_release_approval,JL-7.5-01,技术记录更正记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0114,APP-053,GCEB-020,GR-05,controlled_release_approval,JL-7.6-01,测量不确定度适用性评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0115,APP-054,GCEB-020,GR-05,controlled_release_approval,JL-7.7-01,结果有效性监控计划与评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0116,APP-055,GCEB-020,GR-05,controlled_release_approval,JL-7.8-01,报告复核与授权签发记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0117,APP-056,GCEB-020,GR-05,controlled_release_approval,JL-7.9-01,投诉处理记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0118,APP-057,GCEB-020,GR-05,controlled_release_approval,JL-7.10-01,不符合工作影响评价与恢复授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0119,APP-058,GCEB-020,GR-05,controlled_release_approval,JL-7.11-01,电子表格/软件适用性确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0120,APP-059,GCEB-020,GR-05,controlled_release_approval,JL-8.3-01,文件修订评审与发布记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0121,APP-060,GCEB-020,GR-05,controlled_release_approval,JL-8.4-01,记录归档与借阅记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0122,APP-061,GCEB-020,GR-05,controlled_release_approval,JL-8.5-01,风险和机遇措施跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0123,APP-062,GCEB-020,GR-05,controlled_release_approval,JL-8.6-01,改进建议与效果评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0124,APP-063,GCEB-020,GR-05,controlled_release_approval,JL-8.7-01,纠正措施记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0125,APP-064,GCEB-020,GR-05,controlled_release_approval,JL-8.8-01,内审计划、检查表与整改验证记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0126,APP-065,GCEB-020,GR-05,controlled_release_approval,JL-8.9-01,管理评审输入输出及跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0127,REL-TPL-JL-REL-01,GCEB-028,GR-06,release_execution_template_review,JL-REL-01,体系文件审批签核记录,文件管理员/质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0128,REL-TPL-JL-REL-02,GCEB-018,GR-06,release_execution_template_review,JL-REL-02,文件发布发放与现行状态确认记录,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0129,REL-TPL-JL-REL-03,GCEB-054,GR-06,release_execution_template_review,JL-REL-03,体系文件培训宣贯与理解确认记录,质量负责人/文件管理员/培训责任人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0130,REL-TPL-JL-REL-04,GCEB-018,GR-06,release_execution_template_review,JL-REL-04,旧版文件回收作废与留存记录,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0131,REL-TPL-JL-REL-05,GCEB-050,GR-06,release_execution_template_review,JL-REL-05,实施有效性检查与问题跟踪记录,质量负责人/内审员/过程负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0132,REL-TPL-JL-REL-06,GCEB-057,GR-06,release_execution_template_review,JL-REL-06,jewelry-qms试运行与适用性确认记录,质量负责人/系统管理员/文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0133,TRN-001-R01,GCEB-003,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,全体影响检测活动人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0134,TRN-001-R02,GCEB-039,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,管理层,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0135,TRN-001-R03,GCEB-015,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,授权签字人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0136,TRN-002-R01,GCEB-019,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0137,TRN-002-R02,GCEB-049,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0138,TRN-002-R03,GCEB-038,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,相关过程负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0139,TRN-003-R01,GCEB-019,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0140,TRN-003-R02,GCEB-049,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,质量负责人,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0141,TRN-003-R03,GCEB-040,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,系统管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0142,TRN-003-R04,GCEB-046,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,试运行人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0143,TRN-004-R01,GCEB-008,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0144,TRN-004-R02,GCEB-007,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0145,TRN-004-R03,GCEB-019,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0146,TRN-005-R01,GCEB-008,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0147,TRN-005-R02,GCEB-007,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0148,TRN-005-R03,GCEB-019,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0149,TRN-006-R01,GCEB-008,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0150,TRN-006-R02,GCEB-007,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0151,TRN-006-R03,GCEB-019,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0152,TRN-007-R01,GCEB-008,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0153,TRN-007-R02,GCEB-007,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0154,TRN-007-R03,GCEB-019,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0155,TRN-008-R01,GCEB-008,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0156,TRN-008-R02,GCEB-007,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0157,TRN-008-R03,GCEB-019,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0158,TRN-009-R01,GCEB-008,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0159,TRN-009-R02,GCEB-007,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0160,TRN-009-R03,GCEB-019,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0161,TRN-010-R01,GCEB-008,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0162,TRN-010-R02,GCEB-007,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0163,TRN-010-R03,GCEB-019,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0164,TRN-011-R01,GCEB-008,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0165,TRN-011-R02,GCEB-007,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0166,TRN-011-R03,GCEB-019,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0167,TRN-012-R01,GCEB-008,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0168,TRN-012-R02,GCEB-007,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0169,TRN-012-R03,GCEB-019,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0170,TRN-013-R01,GCEB-008,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0171,TRN-013-R02,GCEB-007,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,复核人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0172,TRN-013-R03,GCEB-019,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,文件管理员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
GC-0173,TRN-014-R01,GCEB-008,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,对应过程填写人员,governance_closure_workbench/03-证据采集模板.csv,governance_closure_workbench/04-拟关闭回填模板.csv,governance_closure_decision_preview,governance_readiness_refresh_preview,ready,no,yes,yes
