template_code,template_name,field_order,field_key,field_label,field_type,required,field_group,default_value,note,trial_value_present,trial_value,human_confirmation_required,review_focus
JL-6.5-01,计量溯源结果确认记录,12,specific_01_cbdf9846,证书编号,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：证书编号待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.5-01,计量溯源结果确认记录,13,specific_02_870b7e1d,校准范围,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：校准范围待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.5-01,计量溯源结果确认记录,14,specific_03_91c08f5d,不确定度,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：不确定度待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.5-01,计量溯源结果确认记录,15,specific_04_52450362,符合性,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：符合性待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.5-01,计量溯源结果确认记录,16,specific_05_8fb8cac3,使用限制,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：使用限制待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.6-01,外部服务与供应品评价记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-6.6-01-20260707-001,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,外部服务与供应品评价记录,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,3,applicable_clause,适用条款,text,yes,common,6.6,候选模板通用字段，正式启用前需由文件管理员确认。,yes,6.6,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-11-2022；XZTC/CX-19-2022；XZTC/CX-32-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-11-2022；XZTC/CX-19-2022；XZTC/CX-32-2022,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,5,responsible_position,填写责任,text,yes,common,采购/质量负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,采购/质量负责人,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,6,trigger_time,形成时机,text,yes,common,供方准入、采购验收、再评价时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,供方准入、采购验收、再评价时,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-6.6-01,外部服务与供应品评价记录,12,specific_01_51090bea,供方,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：供方待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.6-01,外部服务与供应品评价记录,13,specific_02_eb3ee63b,产品/服务,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：产品/服务待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.6-01,外部服务与供应品评价记录,14,specific_03_a0c3ad05,要求,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：要求待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.6-01,外部服务与供应品评价记录,15,specific_04_105210c4,评价结果,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：评价结果待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-6.6-01,外部服务与供应品评价记录,16,specific_05_b8cb3aab,批准状态,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：批准状态待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.1-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,合同评审记录,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,3,applicable_clause,适用条款,text,yes,common,7.1,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.1,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-08-2022；XZTC/CX-09-2022；XZTC/CX-12-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-08-2022；XZTC/CX-09-2022；XZTC/CX-12-2022,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,5,responsible_position,填写责任,text,yes,common,业务受理/技术负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,业务受理/技术负责人,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,6,trigger_time,形成时机,text,yes,common,接受检测任务前及合同变更时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,接受检测任务前及合同变更时,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.1-01,合同评审记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.1-01,合同评审记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.1-01,合同评审记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.1-01,合同评审记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.1-01,合同评审记录,12,specific_01_93df5d13,客户要求,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：客户要求出具珠宝玉石检测报告，报告内容和交付时限待真实委托确认。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,13,specific_02_b77e2ac8,方法,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：采用现行有效标准方法，具体标准编号待业务记录确认。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,14,specific_03_eb9d53ce,能力,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：人员、设备、环境和授权范围待真实受理时核查。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,15,specific_04_c5ca3950,资源,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：检测人员、仪器、复核人员和报告授权人待排班确认。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,16,specific_05_6a0b5360,时限,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：按约定周期完成；如变更应重新评审并通知客户。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,17,specific_06_8825db7b,符合性声明,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：如需符合性声明，应先约定技术规范和决策规则。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.1-01,合同评审记录,18,specific_07_82bf9384,变更,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：合同变更时重新评审并传达相关岗位。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.2-01,方法验证/确认记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.2-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,方法验证/确认记录,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,3,applicable_clause,适用条款,text,yes,common,7.2,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.2,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-22-2022；XZTC/CX-23-2022；XZTC/CX-24-2022；XZTC/CX-27-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-22-2022；XZTC/CX-23-2022；XZTC/CX-24-2022；XZTC/CX-27-2022,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,5,responsible_position,填写责任,text,yes,common,技术负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,技术负责人,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,6,trigger_time,形成时机,text,yes,common,方法投入使用、变更或扩项前,候选模板通用字段，正式启用前需由文件管理员确认。,yes,方法投入使用、变更或扩项前,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.2-01,方法验证/确认记录,12,specific_01_b77e2ac8,方法,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：方法待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.2-01,方法验证/确认记录,13,specific_02_baabf9e0,适用范围,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：适用范围待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.2-01,方法验证/确认记录,14,specific_03_2662cbff,验证项目,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：验证项目待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.2-01,方法验证/确认记录,15,specific_04_0a2c91ce,结果,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：结果待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.2-01,方法验证/确认记录,16,specific_05_32b3f16d,结论,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：结论待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.2-01,方法验证/确认记录,17,specific_06_62e26d21,批准,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：批准待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.3-01,抽样条件启用评审记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.3-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,抽样条件启用评审记录,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,3,applicable_clause,适用条款,text,yes,common,7.3,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.3,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-09-2022；XZTC/CX-28-2022；XZTC/CX-35-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-09-2022；XZTC/CX-28-2022；XZTC/CX-35-2022,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,5,responsible_position,填写责任,text,yes,common,技术负责人/业务受理,候选模板通用字段，正式启用前需由文件管理员确认。,yes,技术负责人/业务受理,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,6,trigger_time,形成时机,text,yes,common,合同或标准要求公司承担抽样时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,合同或标准要求公司承担抽样时,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.3-01,抽样条件启用评审记录,12,specific_01_7735cc3c,启用原因,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：启用原因待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.3-01,抽样条件启用评审记录,13,specific_02_c27532f6,抽样方案,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：抽样方案待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.3-01,抽样条件启用评审记录,14,specific_03_6c621daa,人员,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：人员待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.3-01,抽样条件启用评审记录,15,specific_04_01f2c16c,设备,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：设备待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.3-01,抽样条件启用评审记录,16,specific_05_65baf7de,偏离,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：偏离待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.3-01,抽样条件启用评审记录,17,specific_06_8e4fd489,报告声明,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：报告声明待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.4-01,样品接收与异常处置记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.4-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,样品接收与异常处置记录,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,3,applicable_clause,适用条款,text,yes,common,7.4,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.4,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-06-2022；XZTC/CX-25-2022；XZTC/CX-28-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-06-2022；XZTC/CX-25-2022；XZTC/CX-28-2022,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,5,responsible_position,填写责任,text,yes,common,样品管理员,候选模板通用字段，正式启用前需由文件管理员确认。,yes,样品管理员,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,6,trigger_time,形成时机,text,yes,common,样品接收、流转、异常发现时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,样品接收、流转、异常发现时,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.4-01,样品接收与异常处置记录,12,specific_01_81ce6708,样品编号,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：样品编号待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.4-01,样品接收与异常处置记录,13,specific_02_62e951a6,状态,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：状态待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.4-01,样品接收与异常处置记录,14,specific_03_b9ae8931,数量,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：数量待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.4-01,样品接收与异常处置记录,15,specific_04_5caf2793,异常,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：异常待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.4-01,样品接收与异常处置记录,16,specific_05_01b544f5,客户沟通,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：客户沟通待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.4-01,样品接收与异常处置记录,17,specific_06_4f136db2,处置,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：处置待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.5-01,技术记录更正记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.5-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,技术记录更正记录,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,3,applicable_clause,适用条款,text,yes,common,7.5、8.4,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.5、8.4,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-25-2022；XZTC/CX-26-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-25-2022；XZTC/CX-26-2022,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,5,responsible_position,填写责任,text,yes,common,原记录人员/复核人员,候选模板通用字段，正式启用前需由文件管理员确认。,yes,原记录人员/复核人员,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,6,trigger_time,形成时机,text,yes,common,原始记录或电子记录需更正时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,原始记录或电子记录需更正时,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.5-01,技术记录更正记录,12,specific_01_33be4b60,原内容,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：原内容待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.5-01,技术记录更正记录,13,specific_02_9011eca0,更正内容,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：更正内容待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.5-01,技术记录更正记录,14,specific_03_1ff9c3d0,原因,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：原因待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.5-01,技术记录更正记录,15,specific_04_b6fed9af,日期,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：日期待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.5-01,技术记录更正记录,16,specific_05_0fe0b81e,责任人,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：责任人待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.5-01,技术记录更正记录,17,specific_06_b38c92c3,复核,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：复核待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.6-01,测量不确定度适用性评审记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.6-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,测量不确定度适用性评审记录,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,3,applicable_clause,适用条款,text,yes,common,7.6、7.8,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.6、7.8,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-06-2022；XZTC/CX-22-2022；XZTC/CX-26-2022；XZTC/CX-27-2022；XZTC/CX-29-2022；XZTC/CX-30-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-06-2022；XZTC/CX-22-2022；XZTC/CX-26-2022；XZTC/CX-27-2022；XZTC/CX-29-2022；XZTC/CX-30-2022,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,5,responsible_position,填写责任,text,yes,common,技术负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,技术负责人,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,6,trigger_time,形成时机,text,yes,common,方法确认、报告符合性声明或客户要求时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,方法确认、报告符合性声明或客户要求时,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
