task_id,gate_id,task_group,object_code,object_name,owner_role,current_status,source_path,human_action,evidence_to_check,blocking_if_unresolved,not_real_record
FIELD-JL-8.5-01,GR-03,record_template_field_confirmation,JL-8.5-01,风险和机遇措施跟踪记录,质量负责人,closed,record_template_field_catalog/01-模板字段索引.csv,确认本模板字段字典和试填样表，必要时提出字段增删改名或保存规则调整。,需确认字段数 17；缺口：保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,no,yes
FIELD-JL-8.6-01,GR-03,record_template_field_confirmation,JL-8.6-01,改进建议与效果评价记录,过程负责人,closed,record_template_field_catalog/01-模板字段索引.csv,确认本模板字段字典和试填样表，必要时提出字段增删改名或保存规则调整。,需确认字段数 16；缺口：保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,no,yes
FIELD-JL-8.7-01,GR-03,record_template_field_confirmation,JL-8.7-01,纠正措施记录,责任部门/质量负责人,closed,record_template_field_catalog/01-模板字段索引.csv,确认本模板字段字典和试填样表，必要时提出字段增删改名或保存规则调整。,需确认字段数 16；缺口：保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,no,yes
FIELD-JL-8.8-01,GR-03,record_template_field_confirmation,JL-8.8-01,内审计划、检查表与整改验证记录,内审组长,closed,record_template_field_catalog/01-模板字段索引.csv,确认本模板字段字典和试填样表，必要时提出字段增删改名或保存规则调整。,需确认字段数 17；缺口：保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,no,yes
FIELD-JL-8.9-01,GR-03,record_template_field_confirmation,JL-8.9-01,管理评审输入输出及跟踪记录,最高管理者/质量负责人,closed,record_template_field_catalog/01-模板字段索引.csv,确认本模板字段字典和试填样表，必要时提出字段增删改名或保存规则调整。,需确认字段数 17；缺口：保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,no,yes
MRD-01,GR-04,manual_revision_decision,MRD-01,第五版候选手册是否可进入修订/换版流程,最高管理者/质量负责人,closed,manual_revision_path_pack/04-人工决策闸门.csv,填写修订/换版路径决策，说明依据或需补充证据。,10-质量手册第五版候选稿.md; 11-第四版到第五版候选修订说明.md,no,yes
MRD-02,GR-04,manual_revision_decision,MRD-02,版本标识与生效日期策略,文件管理员/质量负责人,closed,manual_revision_path_pack/04-人工决策闸门.csv,填写修订/换版路径决策，说明依据或需补充证据。,documents.version; documents.revision; 文件控制程序,no,yes
MRD-03,GR-04,manual_revision_decision,MRD-03,第四版作废回收和留存策略,文件管理员,closed,manual_revision_path_pack/04-人工决策闸门.csv,填写修订/换版路径决策，说明依据或需补充证据。,controlled_release_rehearsal/04-旧版处置演练清单.csv,no,yes
MRD-04,GR-04,manual_revision_decision,MRD-04,LIMS 修订入口和结构化同步动作,系统管理员/文件管理员,closed,manual_revision_path_pack/04-人工决策闸门.csv,填写修订/换版路径决策，说明依据或需补充证据。,03-LIMS修订动作预览.csv,no,yes
MRD-05,GR-04,manual_revision_decision,MRD-05,受控发布、培训宣贯和实施有效性检查,质量负责人/文件管理员,closed,manual_revision_path_pack/04-人工决策闸门.csv,填写修订/换版路径决策，说明依据或需补充证据。,controlled_release_rehearsal; release_execution_template_pack,no,yes
APP-001,GR-05,controlled_release_approval,XZTC/SC,质量手册（第五版候选稿）,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-039,GR-05,controlled_release_approval,XZTC/CX-05-02-2022,仪器设备计量溯源结果确认表,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-040,GR-05,controlled_release_approval,JL-4.1-01,公正性风险识别与处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-041,GR-05,controlled_release_approval,JL-4.2-01,保密承诺与权限确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-042,GR-05,controlled_release_approval,JL-5-01,岗位职责与授权确认表,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-043,GR-05,controlled_release_approval,JL-6.2-01,人员能力确认与授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-044,GR-05,controlled_release_approval,JL-6.3-01,环境条件监控与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-045,GR-05,controlled_release_approval,JL-6.4-01,设备状态与期间核查记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-046,GR-05,controlled_release_approval,JL-6.5-01,计量溯源结果确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-047,GR-05,controlled_release_approval,JL-6.6-01,外部服务与供应品评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-048,GR-05,controlled_release_approval,JL-7.1-01,合同评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-049,GR-05,controlled_release_approval,JL-7.2-01,方法验证/确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-050,GR-05,controlled_release_approval,JL-7.3-01,抽样条件启用评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-051,GR-05,controlled_release_approval,JL-7.4-01,样品接收与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-052,GR-05,controlled_release_approval,JL-7.5-01,技术记录更正记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-053,GR-05,controlled_release_approval,JL-7.6-01,测量不确定度适用性评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-054,GR-05,controlled_release_approval,JL-7.7-01,结果有效性监控计划与评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-055,GR-05,controlled_release_approval,JL-7.8-01,报告复核与授权签发记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-056,GR-05,controlled_release_approval,JL-7.9-01,投诉处理记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-057,GR-05,controlled_release_approval,JL-7.10-01,不符合工作影响评价与恢复授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-058,GR-05,controlled_release_approval,JL-7.11-01,电子表格/软件适用性确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-059,GR-05,controlled_release_approval,JL-8.3-01,文件修订评审与发布记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-060,GR-05,controlled_release_approval,JL-8.4-01,记录归档与借阅记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-061,GR-05,controlled_release_approval,JL-8.5-01,风险和机遇措施跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-062,GR-05,controlled_release_approval,JL-8.6-01,改进建议与效果评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-063,GR-05,controlled_release_approval,JL-8.7-01,纠正措施记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-064,GR-05,controlled_release_approval,JL-8.8-01,内审计划、检查表与整改验证记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
APP-065,GR-05,controlled_release_approval,JL-8.9-01,管理评审输入输出及跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,closed,controlled_release_rehearsal/02-审批签核演练清单.csv,确认是否按所列步骤审批签核，并补充真实证据要求。,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,no,yes
REL-TPL-JL-REL-01,GR-06,release_execution_template_review,JL-REL-01,体系文件审批签核记录,文件管理员/质量负责人,closed,release_execution_template_pack/01-发布执行记录模板索引.csv,确认候选发布执行记录模板是否保留、修改或延后启用。,templates/JL-REL-01-体系文件审批签核记录.md,no,yes
REL-TPL-JL-REL-02,GR-06,release_execution_template_review,JL-REL-02,文件发布发放与现行状态确认记录,文件管理员,closed,release_execution_template_pack/01-发布执行记录模板索引.csv,确认候选发布执行记录模板是否保留、修改或延后启用。,templates/JL-REL-02-文件发布发放与现行状态确认记录.md,no,yes
REL-TPL-JL-REL-03,GR-06,release_execution_template_review,JL-REL-03,体系文件培训宣贯与理解确认记录,质量负责人/文件管理员/培训责任人,closed,release_execution_template_pack/01-发布执行记录模板索引.csv,确认候选发布执行记录模板是否保留、修改或延后启用。,templates/JL-REL-03-体系文件培训宣贯与理解确认记录.md,no,yes
REL-TPL-JL-REL-04,GR-06,release_execution_template_review,JL-REL-04,旧版文件回收作废与留存记录,文件管理员,closed,release_execution_template_pack/01-发布执行记录模板索引.csv,确认候选发布执行记录模板是否保留、修改或延后启用。,templates/JL-REL-04-旧版文件回收作废与留存记录.md,no,yes
REL-TPL-JL-REL-05,GR-06,release_execution_template_review,JL-REL-05,实施有效性检查与问题跟踪记录,质量负责人/内审员/过程负责人,closed,release_execution_template_pack/01-发布执行记录模板索引.csv,确认候选发布执行记录模板是否保留、修改或延后启用。,templates/JL-REL-05-实施有效性检查与问题跟踪记录.md,no,yes
REL-TPL-JL-REL-06,GR-06,release_execution_template_review,JL-REL-06,jewelry-qms试运行与适用性确认记录,质量负责人/系统管理员/文件管理员,closed,release_execution_template_pack/01-发布执行记录模板索引.csv,确认候选发布执行记录模板是否保留、修改或延后启用。,templates/JL-REL-06-jewelry-qms试运行与适用性确认记录.md,no,yes
TRN-001-R01,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,全体影响检测活动人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,培训计划、签到、考核或效果确认、问题答疑记录,no,yes
TRN-001-R02,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,管理层,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,培训计划、签到、考核或效果确认、问题答疑记录,no,yes
TRN-001-R03,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,授权签字人,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,培训计划、签到、考核或效果确认、问题答疑记录,no,yes
TRN-002-R01,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,现行目录确认、发放范围核对、变更说明,no,yes
TRN-002-R02,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,质量负责人,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,现行目录确认、发放范围核对、变更说明,no,yes
TRN-002-R03,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,相关过程负责人,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,现行目录确认、发放范围核对、变更说明,no,yes
TRN-003-R01,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,no,yes
TRN-003-R02,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,质量负责人,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,no,yes
TRN-003-R03,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,系统管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,no,yes
TRN-003-R04,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,试运行人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,no,yes
TRN-004-R01,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-004-R02,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-004-R03,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-005-R01,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-005-R02,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-005-R03,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-006-R01,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-006-R02,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-006-R03,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-007-R01,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-007-R02,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-007-R03,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-008-R01,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-008-R02,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-008-R03,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-009-R01,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-009-R02,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-009-R03,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-010-R01,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-010-R02,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-010-R03,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-011-R01,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-011-R02,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-011-R03,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-012-R01,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-012-R02,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-012-R03,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-013-R01,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-013-R02,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-013-R03,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-014-R01,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-014-R02,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-014-R03,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-015-R01,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-015-R02,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-015-R03,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
