closure_item_id,source_task_id,gate_id,task_group,object_code,object_name,owner_role,source_current_status,proposed_closure_status,normalized_closure_status,closure_evidence_reference,evidence_template_reference,evidence_owner,evidence_date,evidence_result,closure_comment,reviewer,review_date,preview_result,will_remain_blocking,issue,required_evidence,not_imported
GC-0104,APP-043,GR-05,controlled_release_approval,JL-6.2-01,人员能力确认与授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-104,TEST-COMPLETE-TEMPLATE-104,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0105,APP-044,GR-05,controlled_release_approval,JL-6.3-01,环境条件监控与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-105,TEST-COMPLETE-TEMPLATE-105,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0106,APP-045,GR-05,controlled_release_approval,JL-6.4-01,设备状态与期间核查记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-106,TEST-COMPLETE-TEMPLATE-106,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0107,APP-046,GR-05,controlled_release_approval,JL-6.5-01,计量溯源结果确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-107,TEST-COMPLETE-TEMPLATE-107,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0108,APP-047,GR-05,controlled_release_approval,JL-6.6-01,外部服务与供应品评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-108,TEST-COMPLETE-TEMPLATE-108,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0109,APP-048,GR-05,controlled_release_approval,JL-7.1-01,合同评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-109,TEST-COMPLETE-TEMPLATE-109,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0110,APP-049,GR-05,controlled_release_approval,JL-7.2-01,方法验证/确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-110,TEST-COMPLETE-TEMPLATE-110,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0111,APP-050,GR-05,controlled_release_approval,JL-7.3-01,抽样条件启用评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-111,TEST-COMPLETE-TEMPLATE-111,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0112,APP-051,GR-05,controlled_release_approval,JL-7.4-01,样品接收与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-112,TEST-COMPLETE-TEMPLATE-112,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0113,APP-052,GR-05,controlled_release_approval,JL-7.5-01,技术记录更正记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-113,TEST-COMPLETE-TEMPLATE-113,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0114,APP-053,GR-05,controlled_release_approval,JL-7.6-01,测量不确定度适用性评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-114,TEST-COMPLETE-TEMPLATE-114,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0115,APP-054,GR-05,controlled_release_approval,JL-7.7-01,结果有效性监控计划与评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-115,TEST-COMPLETE-TEMPLATE-115,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0116,APP-055,GR-05,controlled_release_approval,JL-7.8-01,报告复核与授权签发记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-116,TEST-COMPLETE-TEMPLATE-116,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0117,APP-056,GR-05,controlled_release_approval,JL-7.9-01,投诉处理记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-117,TEST-COMPLETE-TEMPLATE-117,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0118,APP-057,GR-05,controlled_release_approval,JL-7.10-01,不符合工作影响评价与恢复授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-118,TEST-COMPLETE-TEMPLATE-118,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0119,APP-058,GR-05,controlled_release_approval,JL-7.11-01,电子表格/软件适用性确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-119,TEST-COMPLETE-TEMPLATE-119,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0120,APP-059,GR-05,controlled_release_approval,JL-8.3-01,文件修订评审与发布记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-120,TEST-COMPLETE-TEMPLATE-120,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0121,APP-060,GR-05,controlled_release_approval,JL-8.4-01,记录归档与借阅记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-121,TEST-COMPLETE-TEMPLATE-121,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0122,APP-061,GR-05,controlled_release_approval,JL-8.5-01,风险和机遇措施跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-122,TEST-COMPLETE-TEMPLATE-122,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0123,APP-062,GR-05,controlled_release_approval,JL-8.6-01,改进建议与效果评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-123,TEST-COMPLETE-TEMPLATE-123,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0124,APP-063,GR-05,controlled_release_approval,JL-8.7-01,纠正措施记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-124,TEST-COMPLETE-TEMPLATE-124,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0125,APP-064,GR-05,controlled_release_approval,JL-8.8-01,内审计划、检查表与整改验证记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-125,TEST-COMPLETE-TEMPLATE-125,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0126,APP-065,GR-05,controlled_release_approval,JL-8.9-01,管理评审输入输出及跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,closed,closed,TEST-COMPLETE-PREVIEW-126,TEST-COMPLETE-TEMPLATE-126,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,审核意见、批准记录、发布日期、生效日期、发放范围、旧版处置记录,yes
GC-0127,REL-TPL-JL-REL-01,GR-06,release_execution_template_review,JL-REL-01,体系文件审批签核记录,文件管理员/质量负责人,pending_human_review,closed,closed,TEST-COMPLETE-PREVIEW-127,TEST-COMPLETE-TEMPLATE-127,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,templates/JL-REL-01-体系文件审批签核记录.md,yes
GC-0128,REL-TPL-JL-REL-02,GR-06,release_execution_template_review,JL-REL-02,文件发布发放与现行状态确认记录,文件管理员,pending_human_review,closed,closed,TEST-COMPLETE-PREVIEW-128,TEST-COMPLETE-TEMPLATE-128,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,templates/JL-REL-02-文件发布发放与现行状态确认记录.md,yes
GC-0129,REL-TPL-JL-REL-03,GR-06,release_execution_template_review,JL-REL-03,体系文件培训宣贯与理解确认记录,质量负责人/文件管理员/培训责任人,pending_human_review,closed,closed,TEST-COMPLETE-PREVIEW-129,TEST-COMPLETE-TEMPLATE-129,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,templates/JL-REL-03-体系文件培训宣贯与理解确认记录.md,yes
GC-0130,REL-TPL-JL-REL-04,GR-06,release_execution_template_review,JL-REL-04,旧版文件回收作废与留存记录,文件管理员,pending_human_review,closed,closed,TEST-COMPLETE-PREVIEW-130,TEST-COMPLETE-TEMPLATE-130,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,templates/JL-REL-04-旧版文件回收作废与留存记录.md,yes
GC-0131,REL-TPL-JL-REL-05,GR-06,release_execution_template_review,JL-REL-05,实施有效性检查与问题跟踪记录,质量负责人/内审员/过程负责人,pending_human_review,closed,closed,TEST-COMPLETE-PREVIEW-131,TEST-COMPLETE-TEMPLATE-131,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,templates/JL-REL-05-实施有效性检查与问题跟踪记录.md,yes
GC-0132,REL-TPL-JL-REL-06,GR-06,release_execution_template_review,JL-REL-06,jewelry-qms试运行与适用性确认记录,质量负责人/系统管理员/文件管理员,pending_human_review,closed,closed,TEST-COMPLETE-PREVIEW-132,TEST-COMPLETE-TEMPLATE-132,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,templates/JL-REL-06-jewelry-qms试运行与适用性确认记录.md,yes
GC-0133,TRN-001-R01,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,全体影响检测活动人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-133,TEST-COMPLETE-TEMPLATE-133,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,培训计划、签到、考核或效果确认、问题答疑记录,yes
GC-0134,TRN-001-R02,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,管理层,pending,closed,closed,TEST-COMPLETE-PREVIEW-134,TEST-COMPLETE-TEMPLATE-134,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,培训计划、签到、考核或效果确认、问题答疑记录,yes
GC-0135,TRN-001-R03,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,授权签字人,pending,closed,closed,TEST-COMPLETE-PREVIEW-135,TEST-COMPLETE-TEMPLATE-135,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,培训计划、签到、考核或效果确认、问题答疑记录,yes
GC-0136,TRN-002-R01,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-136,TEST-COMPLETE-TEMPLATE-136,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,现行目录确认、发放范围核对、变更说明,yes
GC-0137,TRN-002-R02,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,质量负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-137,TEST-COMPLETE-TEMPLATE-137,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,现行目录确认、发放范围核对、变更说明,yes
GC-0138,TRN-002-R03,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-138,TEST-COMPLETE-TEMPLATE-138,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,现行目录确认、发放范围核对、变更说明,yes
GC-0139,TRN-003-R01,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-139,TEST-COMPLETE-TEMPLATE-139,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,yes
GC-0140,TRN-003-R02,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,质量负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-140,TEST-COMPLETE-TEMPLATE-140,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,yes
GC-0141,TRN-003-R03,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,系统管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-141,TEST-COMPLETE-TEMPLATE-141,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,yes
GC-0142,TRN-003-R04,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,试运行人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-142,TEST-COMPLETE-TEMPLATE-142,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,试运行说明、权限培训、数据备份恢复和审计追踪确认记录,yes
GC-0143,TRN-004-R01,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-143,TEST-COMPLETE-TEMPLATE-143,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0144,TRN-004-R02,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-144,TEST-COMPLETE-TEMPLATE-144,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0145,TRN-004-R03,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-145,TEST-COMPLETE-TEMPLATE-145,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0146,TRN-005-R01,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-146,TEST-COMPLETE-TEMPLATE-146,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0147,TRN-005-R02,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-147,TEST-COMPLETE-TEMPLATE-147,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0148,TRN-005-R03,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-148,TEST-COMPLETE-TEMPLATE-148,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0149,TRN-006-R01,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-149,TEST-COMPLETE-TEMPLATE-149,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0150,TRN-006-R02,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-150,TEST-COMPLETE-TEMPLATE-150,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0151,TRN-006-R03,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-151,TEST-COMPLETE-TEMPLATE-151,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0152,TRN-007-R01,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-152,TEST-COMPLETE-TEMPLATE-152,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0153,TRN-007-R02,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-153,TEST-COMPLETE-TEMPLATE-153,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0154,TRN-007-R03,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-154,TEST-COMPLETE-TEMPLATE-154,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0155,TRN-008-R01,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-155,TEST-COMPLETE-TEMPLATE-155,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0156,TRN-008-R02,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-156,TEST-COMPLETE-TEMPLATE-156,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0157,TRN-008-R03,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-157,TEST-COMPLETE-TEMPLATE-157,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0158,TRN-009-R01,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-158,TEST-COMPLETE-TEMPLATE-158,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0159,TRN-009-R02,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-159,TEST-COMPLETE-TEMPLATE-159,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0160,TRN-009-R03,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-160,TEST-COMPLETE-TEMPLATE-160,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0161,TRN-010-R01,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-161,TEST-COMPLETE-TEMPLATE-161,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0162,TRN-010-R02,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-162,TEST-COMPLETE-TEMPLATE-162,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0163,TRN-010-R03,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-163,TEST-COMPLETE-TEMPLATE-163,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
