task_id,gate_id,task_group,object_code,object_name,owner_role,source_current_status,closure_preview_result,refreshed_task_status,accepted_for_refresh,blocking_before_refresh,blocking_after_refresh,closure_evidence_reference,evidence_template_reference,source_path,not_imported,not_real_record
FIELD-JL-8.6-01,GR-03,record_template_field_confirmation,JL-8.6-01,改进建议与效果评价记录,过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-090,TEST-COMPLETE-TEMPLATE-090,record_template_field_catalog/01-模板字段索引.csv,yes,yes
FIELD-JL-8.7-01,GR-03,record_template_field_confirmation,JL-8.7-01,纠正措施记录,责任部门/质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-091,TEST-COMPLETE-TEMPLATE-091,record_template_field_catalog/01-模板字段索引.csv,yes,yes
FIELD-JL-8.8-01,GR-03,record_template_field_confirmation,JL-8.8-01,内审计划、检查表与整改验证记录,内审组长,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-092,TEST-COMPLETE-TEMPLATE-092,record_template_field_catalog/01-模板字段索引.csv,yes,yes
FIELD-JL-8.9-01,GR-03,record_template_field_confirmation,JL-8.9-01,管理评审输入输出及跟踪记录,最高管理者/质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-093,TEST-COMPLETE-TEMPLATE-093,record_template_field_catalog/01-模板字段索引.csv,yes,yes
MRD-01,GR-04,manual_revision_decision,MRD-01,第五版候选手册是否可进入修订/换版流程,最高管理者/质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-094,TEST-COMPLETE-TEMPLATE-094,manual_revision_path_pack/04-人工决策闸门.csv,yes,yes
MRD-02,GR-04,manual_revision_decision,MRD-02,版本标识与生效日期策略,文件管理员/质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-095,TEST-COMPLETE-TEMPLATE-095,manual_revision_path_pack/04-人工决策闸门.csv,yes,yes
MRD-03,GR-04,manual_revision_decision,MRD-03,第四版作废回收和留存策略,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-096,TEST-COMPLETE-TEMPLATE-096,manual_revision_path_pack/04-人工决策闸门.csv,yes,yes
MRD-04,GR-04,manual_revision_decision,MRD-04,LIMS 修订入口和结构化同步动作,系统管理员/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-097,TEST-COMPLETE-TEMPLATE-097,manual_revision_path_pack/04-人工决策闸门.csv,yes,yes
MRD-05,GR-04,manual_revision_decision,MRD-05,受控发布、培训宣贯和实施有效性检查,质量负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-098,TEST-COMPLETE-TEMPLATE-098,manual_revision_path_pack/04-人工决策闸门.csv,yes,yes
APP-001,GR-05,controlled_release_approval,XZTC/SC,质量手册（第五版候选稿）,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-099,TEST-COMPLETE-TEMPLATE-099,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-039,GR-05,controlled_release_approval,XZTC/CX-05-02-2022,仪器设备计量溯源结果确认表,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-100,TEST-COMPLETE-TEMPLATE-100,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-040,GR-05,controlled_release_approval,JL-4.1-01,公正性风险识别与处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-101,TEST-COMPLETE-TEMPLATE-101,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-041,GR-05,controlled_release_approval,JL-4.2-01,保密承诺与权限确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-102,TEST-COMPLETE-TEMPLATE-102,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-042,GR-05,controlled_release_approval,JL-5-01,岗位职责与授权确认表,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-103,TEST-COMPLETE-TEMPLATE-103,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-043,GR-05,controlled_release_approval,JL-6.2-01,人员能力确认与授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-104,TEST-COMPLETE-TEMPLATE-104,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-044,GR-05,controlled_release_approval,JL-6.3-01,环境条件监控与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-105,TEST-COMPLETE-TEMPLATE-105,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-045,GR-05,controlled_release_approval,JL-6.4-01,设备状态与期间核查记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-106,TEST-COMPLETE-TEMPLATE-106,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-046,GR-05,controlled_release_approval,JL-6.5-01,计量溯源结果确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-107,TEST-COMPLETE-TEMPLATE-107,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-047,GR-05,controlled_release_approval,JL-6.6-01,外部服务与供应品评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-108,TEST-COMPLETE-TEMPLATE-108,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-048,GR-05,controlled_release_approval,JL-7.1-01,合同评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-109,TEST-COMPLETE-TEMPLATE-109,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-049,GR-05,controlled_release_approval,JL-7.2-01,方法验证/确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-110,TEST-COMPLETE-TEMPLATE-110,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-050,GR-05,controlled_release_approval,JL-7.3-01,抽样条件启用评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-111,TEST-COMPLETE-TEMPLATE-111,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-051,GR-05,controlled_release_approval,JL-7.4-01,样品接收与异常处置记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-112,TEST-COMPLETE-TEMPLATE-112,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-052,GR-05,controlled_release_approval,JL-7.5-01,技术记录更正记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-113,TEST-COMPLETE-TEMPLATE-113,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-053,GR-05,controlled_release_approval,JL-7.6-01,测量不确定度适用性评审记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-114,TEST-COMPLETE-TEMPLATE-114,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-054,GR-05,controlled_release_approval,JL-7.7-01,结果有效性监控计划与评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-115,TEST-COMPLETE-TEMPLATE-115,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-055,GR-05,controlled_release_approval,JL-7.8-01,报告复核与授权签发记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-116,TEST-COMPLETE-TEMPLATE-116,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-056,GR-05,controlled_release_approval,JL-7.9-01,投诉处理记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-117,TEST-COMPLETE-TEMPLATE-117,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-057,GR-05,controlled_release_approval,JL-7.10-01,不符合工作影响评价与恢复授权记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-118,TEST-COMPLETE-TEMPLATE-118,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-058,GR-05,controlled_release_approval,JL-7.11-01,电子表格/软件适用性确认记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-119,TEST-COMPLETE-TEMPLATE-119,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-059,GR-05,controlled_release_approval,JL-8.3-01,文件修订评审与发布记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-120,TEST-COMPLETE-TEMPLATE-120,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-060,GR-05,controlled_release_approval,JL-8.4-01,记录归档与借阅记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-121,TEST-COMPLETE-TEMPLATE-121,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-061,GR-05,controlled_release_approval,JL-8.5-01,风险和机遇措施跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-122,TEST-COMPLETE-TEMPLATE-122,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-062,GR-05,controlled_release_approval,JL-8.6-01,改进建议与效果评价记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-123,TEST-COMPLETE-TEMPLATE-123,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-063,GR-05,controlled_release_approval,JL-8.7-01,纠正措施记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-124,TEST-COMPLETE-TEMPLATE-124,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-064,GR-05,controlled_release_approval,JL-8.8-01,内审计划、检查表与整改验证记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-125,TEST-COMPLETE-TEMPLATE-125,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
APP-065,GR-05,controlled_release_approval,JL-8.9-01,管理评审输入输出及跟踪记录,文件管理员/技术负责人/质量负责人/最高管理者或授权批准人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-126,TEST-COMPLETE-TEMPLATE-126,controlled_release_rehearsal/02-审批签核演练清单.csv,yes,yes
REL-TPL-JL-REL-01,GR-06,release_execution_template_review,JL-REL-01,体系文件审批签核记录,文件管理员/质量负责人,pending_human_review,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-127,TEST-COMPLETE-TEMPLATE-127,release_execution_template_pack/01-发布执行记录模板索引.csv,yes,yes
REL-TPL-JL-REL-02,GR-06,release_execution_template_review,JL-REL-02,文件发布发放与现行状态确认记录,文件管理员,pending_human_review,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-128,TEST-COMPLETE-TEMPLATE-128,release_execution_template_pack/01-发布执行记录模板索引.csv,yes,yes
REL-TPL-JL-REL-03,GR-06,release_execution_template_review,JL-REL-03,体系文件培训宣贯与理解确认记录,质量负责人/文件管理员/培训责任人,pending_human_review,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-129,TEST-COMPLETE-TEMPLATE-129,release_execution_template_pack/01-发布执行记录模板索引.csv,yes,yes
REL-TPL-JL-REL-04,GR-06,release_execution_template_review,JL-REL-04,旧版文件回收作废与留存记录,文件管理员,pending_human_review,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-130,TEST-COMPLETE-TEMPLATE-130,release_execution_template_pack/01-发布执行记录模板索引.csv,yes,yes
REL-TPL-JL-REL-05,GR-06,release_execution_template_review,JL-REL-05,实施有效性检查与问题跟踪记录,质量负责人/内审员/过程负责人,pending_human_review,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-131,TEST-COMPLETE-TEMPLATE-131,release_execution_template_pack/01-发布执行记录模板索引.csv,yes,yes
REL-TPL-JL-REL-06,GR-06,release_execution_template_review,JL-REL-06,jewelry-qms试运行与适用性确认记录,质量负责人/系统管理员/文件管理员,pending_human_review,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-132,TEST-COMPLETE-TEMPLATE-132,release_execution_template_pack/01-发布执行记录模板索引.csv,yes,yes
TRN-001-R01,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,全体影响检测活动人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-133,TEST-COMPLETE-TEMPLATE-133,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-001-R02,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,管理层,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-134,TEST-COMPLETE-TEMPLATE-134,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-001-R03,GR-07,staff_learning_task,TRN-001,第五版质量手册主要变化宣贯,授权签字人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-135,TEST-COMPLETE-TEMPLATE-135,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-002-R01,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-136,TEST-COMPLETE-TEMPLATE-136,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-002-R02,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-137,TEST-COMPLETE-TEMPLATE-137,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-002-R03,GR-07,staff_learning_task,TRN-002,LIMS 2022 程序目录现行状态确认,相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-138,TEST-COMPLETE-TEMPLATE-138,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-003-R01,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-139,TEST-COMPLETE-TEMPLATE-139,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-003-R02,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-140,TEST-COMPLETE-TEMPLATE-140,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-003-R03,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,系统管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-141,TEST-COMPLETE-TEMPLATE-141,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-003-R04,GR-07,staff_learning_task,TRN-003,jewelry-qms 建设中系统使用边界,试运行人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-142,TEST-COMPLETE-TEMPLATE-142,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-004-R01,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-143,TEST-COMPLETE-TEMPLATE-143,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-004-R02,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-144,TEST-COMPLETE-TEMPLATE-144,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-004-R03,GR-07,staff_learning_task,TRN-004,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-145,TEST-COMPLETE-TEMPLATE-145,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-005-R01,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-146,TEST-COMPLETE-TEMPLATE-146,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-005-R02,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-147,TEST-COMPLETE-TEMPLATE-147,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-005-R03,GR-07,staff_learning_task,TRN-005,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-148,TEST-COMPLETE-TEMPLATE-148,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-006-R01,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-149,TEST-COMPLETE-TEMPLATE-149,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-006-R02,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-150,TEST-COMPLETE-TEMPLATE-150,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-006-R03,GR-07,staff_learning_task,TRN-006,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-151,TEST-COMPLETE-TEMPLATE-151,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-007-R01,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-152,TEST-COMPLETE-TEMPLATE-152,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-007-R02,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-153,TEST-COMPLETE-TEMPLATE-153,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-007-R03,GR-07,staff_learning_task,TRN-007,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-154,TEST-COMPLETE-TEMPLATE-154,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-008-R01,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-155,TEST-COMPLETE-TEMPLATE-155,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-008-R02,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-156,TEST-COMPLETE-TEMPLATE-156,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-008-R03,GR-07,staff_learning_task,TRN-008,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-157,TEST-COMPLETE-TEMPLATE-157,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-009-R01,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-158,TEST-COMPLETE-TEMPLATE-158,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-009-R02,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-159,TEST-COMPLETE-TEMPLATE-159,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-009-R03,GR-07,staff_learning_task,TRN-009,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-160,TEST-COMPLETE-TEMPLATE-160,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-010-R01,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-161,TEST-COMPLETE-TEMPLATE-161,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-010-R02,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-162,TEST-COMPLETE-TEMPLATE-162,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-010-R03,GR-07,staff_learning_task,TRN-010,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-163,TEST-COMPLETE-TEMPLATE-163,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-011-R01,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-164,TEST-COMPLETE-TEMPLATE-164,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-011-R02,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-165,TEST-COMPLETE-TEMPLATE-165,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-011-R03,GR-07,staff_learning_task,TRN-011,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-166,TEST-COMPLETE-TEMPLATE-166,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-012-R01,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-167,TEST-COMPLETE-TEMPLATE-167,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-012-R02,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-168,TEST-COMPLETE-TEMPLATE-168,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-012-R03,GR-07,staff_learning_task,TRN-012,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-169,TEST-COMPLETE-TEMPLATE-169,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-013-R01,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-170,TEST-COMPLETE-TEMPLATE-170,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-013-R02,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-171,TEST-COMPLETE-TEMPLATE-171,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-013-R03,GR-07,staff_learning_task,TRN-013,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-172,TEST-COMPLETE-TEMPLATE-172,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-014-R01,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-173,TEST-COMPLETE-TEMPLATE-173,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-014-R02,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-174,TEST-COMPLETE-TEMPLATE-174,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-014-R03,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-175,TEST-COMPLETE-TEMPLATE-175,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-015-R01,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-176,TEST-COMPLETE-TEMPLATE-176,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-015-R02,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-177,TEST-COMPLETE-TEMPLATE-177,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-015-R03,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-178,TEST-COMPLETE-TEMPLATE-178,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-016-R01,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-179,TEST-COMPLETE-TEMPLATE-179,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
