decision_item_id,scope,target_key,section_number,target_type,target_code,allowed_decisions,proposed_human_decision,review_comment,required_evidence,blocking_if_unresolved,not_imported
STG2-LINK-061,link,manual_v5_candidate_7_6->procedure_document:XZTC/CX-22-2022,7.6,procedure_document,XZTC/CX-22-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-062,link,manual_v5_candidate_7_6->procedure_document:XZTC/CX-27-2022,7.6,procedure_document,XZTC/CX-27-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-063,link,manual_v5_candidate_7_6->procedure_document:XZTC/CX-30-2022,7.6,procedure_document,XZTC/CX-30-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-064,link,manual_v5_candidate_7_6->record_form_template:JL-7.6-01,7.6,record_form_template,JL-7.6-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-065,link,manual_v5_candidate_7_7->procedure_document:XZTC/CX-15-2022,7.7,procedure_document,XZTC/CX-15-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-066,link,manual_v5_candidate_7_7->procedure_document:XZTC/CX-16-2022,7.7,procedure_document,XZTC/CX-16-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-067,link,manual_v5_candidate_7_7->procedure_document:XZTC/CX-30-2022,7.7,procedure_document,XZTC/CX-30-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-068,link,manual_v5_candidate_7_7->procedure_document:XZTC/CX-34-2022,7.7,procedure_document,XZTC/CX-34-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-069,link,manual_v5_candidate_7_7->record_form_template:JL-7.7-01,7.7,record_form_template,JL-7.7-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-070,link,manual_v5_candidate_7_8->procedure_document:XZTC/CX-06-2022,7.8,procedure_document,XZTC/CX-06-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-071,link,manual_v5_candidate_7_8->procedure_document:XZTC/CX-26-2022,7.8,procedure_document,XZTC/CX-26-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-072,link,manual_v5_candidate_7_8->procedure_document:XZTC/CX-29-2022,7.8,procedure_document,XZTC/CX-29-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-073,link,manual_v5_candidate_7_8->record_form_template:JL-7.8-01,7.8,record_form_template,JL-7.8-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-074,link,manual_v5_candidate_7_9->procedure_document:XZTC/CX-14-2022,7.9,procedure_document,XZTC/CX-14-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-075,link,manual_v5_candidate_7_9->procedure_document:XZTC/CX-15-2022,7.9,procedure_document,XZTC/CX-15-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-076,link,manual_v5_candidate_7_9->procedure_document:XZTC/CX-16-2022,7.9,procedure_document,XZTC/CX-16-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-077,link,manual_v5_candidate_7_9->record_form_template:JL-7.9-01,7.9,record_form_template,JL-7.9-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-078,link,manual_v5_candidate_7_10->procedure_document:XZTC/CX-15-2022,7.10,procedure_document,XZTC/CX-15-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-079,link,manual_v5_candidate_7_10->procedure_document:XZTC/CX-16-2022,7.10,procedure_document,XZTC/CX-16-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-080,link,manual_v5_candidate_7_10->procedure_document:XZTC/CX-32-2022,7.10,procedure_document,XZTC/CX-32-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-081,link,manual_v5_candidate_7_10->record_form_template:JL-7.10-01,7.10,record_form_template,JL-7.10-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-082,link,manual_v5_candidate_7_11->procedure_document:XZTC/CX-08-2022,7.11,procedure_document,XZTC/CX-08-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-083,link,manual_v5_candidate_7_11->procedure_document:XZTC/CX-19-2022,7.11,procedure_document,XZTC/CX-19-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-084,link,manual_v5_candidate_7_11->procedure_document:XZTC/CX-26-2022,7.11,procedure_document,XZTC/CX-26-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-085,link,manual_v5_candidate_7_11->record_form_template:JL-7.11-01,7.11,record_form_template,JL-7.11-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-086,link,manual_v5_candidate_8_1->procedure_document:XZTC/CX-08-2022,8.1,procedure_document,XZTC/CX-08-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-087,link,manual_v5_candidate_8_1->procedure_document:XZTC/CX-19-2022,8.1,procedure_document,XZTC/CX-19-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-088,link,manual_v5_candidate_8_1->procedure_document:XZTC/CX-20-2022,8.1,procedure_document,XZTC/CX-20-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-089,link,manual_v5_candidate_8_1->procedure_document:XZTC/CX-21-2022,8.1,procedure_document,XZTC/CX-21-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-090,link,manual_v5_candidate_8_1->record_form_template:JL-8.8-01,8.1,record_form_template,JL-8.8-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-091,link,manual_v5_candidate_8_1->record_form_template:JL-8.9-01,8.1,record_form_template,JL-8.9-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-092,link,manual_v5_candidate_8_2->procedure_document:XZTC/CX-08-2022,8.2,procedure_document,XZTC/CX-08-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-093,link,manual_v5_candidate_8_2->procedure_document:XZTC/CX-13-2022,8.2,procedure_document,XZTC/CX-13-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-094,link,manual_v5_candidate_8_2->procedure_document:XZTC/CX-19-2022,8.2,procedure_document,XZTC/CX-19-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-095,link,manual_v5_candidate_8_2->record_form_template:JL-8.3-01,8.2,record_form_template,JL-8.3-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-096,link,manual_v5_candidate_8_3->procedure_document:XZTC/CX-08-2022,8.3,procedure_document,XZTC/CX-08-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-097,link,manual_v5_candidate_8_3->procedure_document:XZTC/CX-26-2022,8.3,procedure_document,XZTC/CX-26-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-098,link,manual_v5_candidate_8_3->record_form_template:JL-8.3-01,8.3,record_form_template,JL-8.3-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-099,link,manual_v5_candidate_8_4->procedure_document:XZTC/CX-06-2022,8.4,procedure_document,XZTC/CX-06-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-100,link,manual_v5_candidate_8_4->procedure_document:XZTC/CX-19-2022,8.4,procedure_document,XZTC/CX-19-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-101,link,manual_v5_candidate_8_4->procedure_document:XZTC/CX-26-2022,8.4,procedure_document,XZTC/CX-26-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-102,link,manual_v5_candidate_8_4->record_form_template:JL-8.4-01,8.4,record_form_template,JL-8.4-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-103,link,manual_v5_candidate_8_5->procedure_document:XZTC/CX-17-2022,8.5,procedure_document,XZTC/CX-17-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-104,link,manual_v5_candidate_8_5->procedure_document:XZTC/CX-18-2022,8.5,procedure_document,XZTC/CX-18-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-105,link,manual_v5_candidate_8_5->procedure_document:XZTC/CX-32-2022,8.5,procedure_document,XZTC/CX-32-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-106,link,manual_v5_candidate_8_5->record_form_template:JL-8.5-01,8.5,record_form_template,JL-8.5-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-107,link,manual_v5_candidate_8_6->procedure_document:XZTC/CX-12-2022,8.6,procedure_document,XZTC/CX-12-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-108,link,manual_v5_candidate_8_6->procedure_document:XZTC/CX-18-2022,8.6,procedure_document,XZTC/CX-18-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-109,link,manual_v5_candidate_8_6->procedure_document:XZTC/CX-20-2022,8.6,procedure_document,XZTC/CX-20-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-110,link,manual_v5_candidate_8_6->procedure_document:XZTC/CX-21-2022,8.6,procedure_document,XZTC/CX-21-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-111,link,manual_v5_candidate_8_6->record_form_template:JL-8.6-01,8.6,record_form_template,JL-8.6-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-112,link,manual_v5_candidate_8_7->procedure_document:XZTC/CX-15-2022,8.7,procedure_document,XZTC/CX-15-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-113,link,manual_v5_candidate_8_7->procedure_document:XZTC/CX-16-2022,8.7,procedure_document,XZTC/CX-16-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-114,link,manual_v5_candidate_8_7->procedure_document:XZTC/CX-20-2022,8.7,procedure_document,XZTC/CX-20-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-115,link,manual_v5_candidate_8_7->record_form_template:JL-8.7-01,8.7,record_form_template,JL-8.7-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-116,link,manual_v5_candidate_8_8->procedure_document:XZTC/CX-15-2022,8.8,procedure_document,XZTC/CX-15-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-117,link,manual_v5_candidate_8_8->procedure_document:XZTC/CX-16-2022,8.8,procedure_document,XZTC/CX-16-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-118,link,manual_v5_candidate_8_8->procedure_document:XZTC/CX-19-2022,8.8,procedure_document,XZTC/CX-19-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-119,link,manual_v5_candidate_8_8->procedure_document:XZTC/CX-20-2022,8.8,procedure_document,XZTC/CX-20-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-120,link,manual_v5_candidate_8_8->record_form_template:JL-8.8-01,8.8,record_form_template,JL-8.8-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
STG2-LINK-121,link,manual_v5_candidate_8_9->procedure_document:XZTC/CX-16-2022,8.9,procedure_document,XZTC/CX-16-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-122,link,manual_v5_candidate_8_9->procedure_document:XZTC/CX-19-2022,8.9,procedure_document,XZTC/CX-19-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-123,link,manual_v5_candidate_8_9->procedure_document:XZTC/CX-20-2022,8.9,procedure_document,XZTC/CX-20-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-124,link,manual_v5_candidate_8_9->procedure_document:XZTC/CX-21-2022,8.9,procedure_document,XZTC/CX-21-2022,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes,yes
STG2-LINK-125,link,manual_v5_candidate_8_9->record_form_template:JL-8.9-01,8.9,record_form_template,JL-8.9-01,approved|revise|remove|pending,approved,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,yes,yes
