review_item_id,stable_key,section_number,block_title,target_type,target_code,target_id_resolution,relation_type,confidence,source_column,review_focus,human_decision,reviewer_role,review_comment,blocking_if_unresolved,not_imported
STG2-LINK-068,manual_v5_candidate_7_7,7.7,结果有效性,procedure_document,XZTC/CX-34-2022,existing_document:14648c83-5dc6-42bc-b93c-21f182eadf46,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-069,manual_v5_candidate_7_7,7.7,结果有效性,record_form_template,JL-7.7-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-070,manual_v5_candidate_7_8,7.8,报告结果,procedure_document,XZTC/CX-06-2022,existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-071,manual_v5_candidate_7_8,7.8,报告结果,procedure_document,XZTC/CX-26-2022,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-072,manual_v5_candidate_7_8,7.8,报告结果,procedure_document,XZTC/CX-29-2022,existing_document:efcbe71f-d194-4bed-93bd-965845b58edb,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-073,manual_v5_candidate_7_8,7.8,报告结果,record_form_template,JL-7.8-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-074,manual_v5_candidate_7_9,7.9,投诉,procedure_document,XZTC/CX-14-2022,existing_document:21ecf196-7b6e-43ba-a8c7-4b1841ca0120,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-075,manual_v5_candidate_7_9,7.9,投诉,procedure_document,XZTC/CX-15-2022,existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-076,manual_v5_candidate_7_9,7.9,投诉,procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-077,manual_v5_candidate_7_9,7.9,投诉,record_form_template,JL-7.9-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-078,manual_v5_candidate_7_10,7.10,不符合工作,procedure_document,XZTC/CX-15-2022,existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-079,manual_v5_candidate_7_10,7.10,不符合工作,procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-080,manual_v5_candidate_7_10,7.10,不符合工作,procedure_document,XZTC/CX-32-2022,existing_document:1ecf0642-c1a6-4b52-bfcb-2ae42bf71948,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-081,manual_v5_candidate_7_10,7.10,不符合工作,record_form_template,JL-7.10-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-082,manual_v5_candidate_7_11,7.11,数据控制与信息管理,procedure_document,XZTC/CX-08-2022,existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-083,manual_v5_candidate_7_11,7.11,数据控制与信息管理,procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-084,manual_v5_candidate_7_11,7.11,数据控制与信息管理,procedure_document,XZTC/CX-26-2022,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-085,manual_v5_candidate_7_11,7.11,数据控制与信息管理,record_form_template,JL-7.11-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-086,manual_v5_candidate_8_1,8.1,管理体系方式,procedure_document,XZTC/CX-08-2022,existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-087,manual_v5_candidate_8_1,8.1,管理体系方式,procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-088,manual_v5_candidate_8_1,8.1,管理体系方式,procedure_document,XZTC/CX-20-2022,existing_document:3245dde8-3e65-49a7-a7e8-f2f7d693df78,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-089,manual_v5_candidate_8_1,8.1,管理体系方式,procedure_document,XZTC/CX-21-2022,existing_document:c6c027a5-54ba-4287-b4cd-c9234e7f0f39,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-090,manual_v5_candidate_8_1,8.1,管理体系方式,record_form_template,JL-8.8-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-091,manual_v5_candidate_8_1,8.1,管理体系方式,record_form_template,JL-8.9-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-092,manual_v5_candidate_8_2,8.2,管理体系文件,procedure_document,XZTC/CX-08-2022,existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-093,manual_v5_candidate_8_2,8.2,管理体系文件,procedure_document,XZTC/CX-13-2022,existing_document:f2c5ae01-5460-4db5-b283-820da27c57fd,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-094,manual_v5_candidate_8_2,8.2,管理体系文件,procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-095,manual_v5_candidate_8_2,8.2,管理体系文件,record_form_template,JL-8.3-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-096,manual_v5_candidate_8_3,8.3,文件控制,procedure_document,XZTC/CX-08-2022,existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-097,manual_v5_candidate_8_3,8.3,文件控制,procedure_document,XZTC/CX-26-2022,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-098,manual_v5_candidate_8_3,8.3,文件控制,record_form_template,JL-8.3-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-099,manual_v5_candidate_8_4,8.4,记录控制,procedure_document,XZTC/CX-06-2022,existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-100,manual_v5_candidate_8_4,8.4,记录控制,procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-101,manual_v5_candidate_8_4,8.4,记录控制,procedure_document,XZTC/CX-26-2022,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-102,manual_v5_candidate_8_4,8.4,记录控制,record_form_template,JL-8.4-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-103,manual_v5_candidate_8_5,8.5,风险和机遇,procedure_document,XZTC/CX-17-2022,existing_document:e9b11461-f4e2-4620-a013-ea79c4038120,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-104,manual_v5_candidate_8_5,8.5,风险和机遇,procedure_document,XZTC/CX-18-2022,existing_document:b3f04a33-b9a3-4646-972a-02ea638bbb62,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-105,manual_v5_candidate_8_5,8.5,风险和机遇,procedure_document,XZTC/CX-32-2022,existing_document:1ecf0642-c1a6-4b52-bfcb-2ae42bf71948,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-106,manual_v5_candidate_8_5,8.5,风险和机遇,record_form_template,JL-8.5-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-107,manual_v5_candidate_8_6,8.6,改进,procedure_document,XZTC/CX-12-2022,existing_document:5b384f91-1fa4-4c2e-9031-6921449cdd6c,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-108,manual_v5_candidate_8_6,8.6,改进,procedure_document,XZTC/CX-18-2022,existing_document:b3f04a33-b9a3-4646-972a-02ea638bbb62,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-109,manual_v5_candidate_8_6,8.6,改进,procedure_document,XZTC/CX-20-2022,existing_document:3245dde8-3e65-49a7-a7e8-f2f7d693df78,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-110,manual_v5_candidate_8_6,8.6,改进,procedure_document,XZTC/CX-21-2022,existing_document:c6c027a5-54ba-4287-b4cd-c9234e7f0f39,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-111,manual_v5_candidate_8_6,8.6,改进,record_form_template,JL-8.6-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-112,manual_v5_candidate_8_7,8.7,纠正措施,procedure_document,XZTC/CX-15-2022,existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-113,manual_v5_candidate_8_7,8.7,纠正措施,procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-114,manual_v5_candidate_8_7,8.7,纠正措施,procedure_document,XZTC/CX-20-2022,existing_document:3245dde8-3e65-49a7-a7e8-f2f7d693df78,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-115,manual_v5_candidate_8_7,8.7,纠正措施,record_form_template,JL-8.7-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-116,manual_v5_candidate_8_8,8.8,内部审核,procedure_document,XZTC/CX-15-2022,existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-117,manual_v5_candidate_8_8,8.8,内部审核,procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-118,manual_v5_candidate_8_8,8.8,内部审核,procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-119,manual_v5_candidate_8_8,8.8,内部审核,procedure_document,XZTC/CX-20-2022,existing_document:3245dde8-3e65-49a7-a7e8-f2f7d693df78,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-120,manual_v5_candidate_8_8,8.8,内部审核,record_form_template,JL-8.8-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-121,manual_v5_candidate_8_9,8.9,管理评审,procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-122,manual_v5_candidate_8_9,8.9,管理评审,procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-123,manual_v5_candidate_8_9,8.9,管理评审,procedure_document,XZTC/CX-20-2022,existing_document:3245dde8-3e65-49a7-a7e8-f2f7d693df78,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-124,manual_v5_candidate_8_9,8.9,管理评审,procedure_document,XZTC/CX-21-2022,existing_document:c6c027a5-54ba-4287-b4cd-c9234e7f0f39,implements,review_required,procedure_doc_numbers,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
STG2-LINK-125,manual_v5_candidate_8_9,8.9,管理评审,record_form_template,JL-8.9-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,确认候选记录模板字段、触发时机、责任岗位和保存要求适用于本条款。,approved,质量负责人；文件管理员；相关过程负责人,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,yes,yes
